name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Phenol - Isomer/Analog 30 - Isomer/Analog 60 - Isomer/Analog 90,103.84499194955589,1.6516648647566259,20.263952883084862,1,1,0,0.4627480867034868,0.5372519132965132,0.6244759002218226,Monomer,32.6157464432457,32.59645520603948,26.199236480574815,2.880969447470295,0.6643376701790344
Ethylene - Isomer/Analog 1 - Isomer/Analog 31 - Isomer/Analog 61 - Isomer/Analog 91,28.18143755911578,0.3489583349353065,0.0,0,0,0,0.1975750013000289,0.8024249986999711,0.16343125356122853,Monomer,10.454925563307158,7.570514037584752,5.204473202351918,1.3829518430579117,0.5494405489940324
Propylene - Isomer/Analog 2 - Isomer/Analog 32 - Isomer/Analog 62 - Isomer/Analog 92,37.305704397774406,1.4665831561659008,0.0,0,0,0,0.2282534416301546,0.7717465583698454,0.15103866788337575,Monomer,14.946001972359484,11.651200912483786,3.76417900696065,1.495417942509714,0.5277785204913806
1-Butene - Isomer/Analog 3 - Isomer/Analog 33 - Isomer/Analog 63 - Isomer/Analog 93,56.46077827349733,3.3601060845365804,0.0,0,0,1,0.18100864586659496,0.8189913541334051,0.23582167555681996,Monomer,22.50843736583515,12.11809225670358,9.18363930800541,1.820788427927507,0.5296765848872101
Isobutylene - Isomer/Analog 4 - Isomer/Analog 34 - Isomer/Analog 64 - Isomer/Analog 94,56.41502406276534,2.8047757967693228,0.0,0,0,0,0.18571867569404402,0.814281324305956,0.21789501567996367,Monomer,16.969187274893045,19.91048192224587,11.584929984364825,2.391532988333043,0.653480041893623
"1,3-Butadiene - Isomer/Analog 5 - Isomer/Analog 35 - Isomer/Analog 65 - Isomer/Analog 95",55.73317471773278,1.6115036911404863,0.0,0,0,1,0.2663049330233001,0.7336950669767,0.3192968778975024,Monomer,22.306230430187135,14.319945494375984,9.18762359272716,1.9167648098423387,0.6886016136724955
Styrene - Isomer/Analog 6 - Isomer/Analog 36 - Isomer/Analog 66 - Isomer/Analog 96,124.19444881057494,2.3051787029036244,0.0,1,0,1,0.36182860112898824,0.6381713988710118,0.4531257294246711,Monomer,46.79081642060926,46.886095210350376,15.177429093792066,2.645297083568292,0.5710450521092651
Alpha-methylstyrene - Isomer/Analog 7 - Isomer/Analog 37 - Isomer/Analog 67 - Isomer/Analog 97,104.526215087396,2.6054571357049605,0.0,1,0,1,0.3379439591160188,0.6620560408839812,0.4831130739511431,Monomer,51.679419266584105,28.595251182396648,19.708730531561198,3.3025908868664704,0.881214870127826
Vinyl Chloride - Isomer/Analog 8 - Isomer/Analog 38 - Isomer/Analog 68 - Isomer/Analog 98,75.60166502901602,1.3804041031249015,0.0,0,0,0,0.42973559865958777,0.5702644013404122,0.9648460430198696,Monomer,25.087037859590115,17.279881117622498,11.38943343008096,2.1626845508640593,0.3503074308026886
Vinylidene Chloride - Isomer/Analog 9 - Isomer/Analog 39 - Isomer/Analog 69 - Isomer/Analog 99,98.07089264301115,3.4391688046418842,0.0,0,0,0,0.5556335093098355,0.44436649069016454,0.6159186461324445,Monomer,36.3677114347978,33.26332396303049,27.640935420202275,3.001877113366499,0.5082282155722662
Vinyl Acetate - Isomer/Analog 10 - Isomer/Analog 40 - Isomer/Analog 70 - Isomer/Analog 100,106.81031216742845,0.8695859948870899,26.86698729742846,0,2,2,0.29765072507230345,0.7023492749276965,0.2892820958194673,Monomer,41.00408332440856,24.87779103604278,12.854717807471443,2.7908721478949676,0.5514448098752646
Acrylonitrile - Isomer/Analog 11 - Isomer/Analog 41 - Isomer/Analog 71 - Isomer/Analog 101,45.0246032106801,0.3790576458910596,24.759391565675156,0,1,1,0.24893465943795176,0.7510653405620482,0.4533329266552993,Monomer,17.025545260193496,15.791753874124812,4.9450758420864025,1.6476147462420934,0.31015280607896584
Methacrylonitrile - Isomer/Analog 12 - Isomer/Analog 42 - Isomer/Analog 72 - Isomer/Analog 102,50.03263096656195,-0.09363333378251068,26.582749059414997,0,1,1,0.3441204739469883,0.6558795260530117,0.8836287850508575,Monomer,21.672442907181814,19.693966644976435,5.056439469500016,1.9720586512752063,0.5189743126009352
Methyl Methacrylate - Isomer/Analog 13 - Isomer/Analog 43 - Isomer/Analog 73 - Isomer/Analog 103,90.97842085732321,1.6645614266495514,26.76718093887025,0,2,3,0.4402880624160901,0.5597119375839099,0.2939660573328315,Monomer,31.214930148026014,32.380181967022445,15.067294450865404,2.2190772328893664,0.4642259503037055
Ethyl Acrylate - Isomer/Analog 14 - Isomer/Analog 44 - Isomer/Analog 74 - Isomer/Analog 104,112.53694201424057,0.5904794098988347,25.216711456300644,0,2,4,0.3049904272981866,0.6950095727018134,0.43039332572898725,Monomer,38.73682590827744,23.012662356643965,26.11727726494027,3.48012652163486,0.6036217621364885
Butyl Acrylate - Isomer/Analog 15 - Isomer/Analog 45 - Isomer/Analog 75 - Isomer/Analog 105,137.69796549405237,1.9099791149326009,26.878163853285503,0,2,6,0.3649391425352398,0.6350608574647603,0.26939441159278293,Monomer,61.391562453126845,44.06020360754315,33.885094097544915,3.405741390238257,0.5018463283099616
Acrylic Acid - Isomer/Analog 16 - Isomer/Analog 46 - Isomer/Analog 76 - Isomer/Analog 106,68.45503276722954,0.27114387528563166,40.30440699896427,0,2,1,0.25451412804302764,0.7454858719569724,0.4424366067208325,Monomer,27.385990600018673,23.211878607028616,13.05111195432805,2.0436914640702275,0.7357092809678768
Methacrylic Acid - Isomer/Analog 17 - Isomer/Analog 47 - Isomer/Analog 77 - Isomer/Analog 107,88.19290024138532,0.22670194746879743,36.90571748098975,0,2,1,0.1918775685276384,0.8081224314723616,0.37220778051632203,Monomer,33.780626697049044,32.19849280435161,20.889875704523167,2.4257628671404996,0.6059594972445892
Terephthalic Acid - Isomer/Analog 18 - Isomer/Analog 48 - Isomer/Analog 78 - Isomer/Analog 108,145.78237435088224,2.1144802719873614,75.22573827390113,1,4,2,0.5041171968542413,0.4958828031457587,0.3036769005532397,Monomer,48.66807682944963,30.789304783428268,25.072061987425244,3.412941861733751,0.3778573400977586
Isophthalic Acid - Isomer/Analog 19 - Isomer/Analog 49 - Isomer/Analog 79 - Isomer/Analog 109,173.29403592568724,-0.21094040008402054,74.64990933994164,1,4,2,0.5437217600236621,0.4562782399763379,0.31072928249339304,Monomer,58.48768063858324,51.29877182221089,40.474770608120366,3.3272162083089047,0.7500367944866084
Ethylene Glycol - Isomer/Analog 20 - Isomer/Analog 50 - Isomer/Analog 80 - Isomer/Analog 110,64.84878527595782,-1.6352646437546816,41.559335184199185,0,2,1,0.10928856517235687,0.8907114348276431,0.6036027210428504,Monomer,19.591487748824193,19.913387207737443,7.011398594383693,2.1094928526695638,0.35953733764960594
Propylene Glycol - Isomer/Analog 21 - Isomer/Analog 51 - Isomer/Analog 81 - Isomer/Analog 111,91.3506758129509,-0.7171497726510798,44.444487709844196,0,2,2,0.09899109730856169,0.9010089026914383,0.18064904195560116,Monomer,29.075573033400005,21.36006926245381,16.27417742451977,2.797035231606243,0.8034295008476144
"1,4-Butanediol - Isomer/Analog 22 - Isomer/Analog 52 - Isomer/Analog 82 - Isomer/Analog 112",87.06876601393536,0.44031754150391544,42.91142671128406,0,2,3,0.18062091102273262,0.8193790889772674,0.30660868288421855,Monomer,35.817281407278564,23.028814609373978,22.47853770820143,3.0520187384105792,0.8588533164517318
"1,6-Hexanediol - Isomer/Analog 23 - Isomer/Analog 53 - Isomer/Analog 83 - Isomer/Analog 113",125.45056904100954,0.5360603056458202,39.415532182487134,0,2,5,0.1644435811757603,0.8355564188242397,0.15706931889945103,Monomer,60.01236904669112,36.135327020812205,32.69256959698975,3.106345102992743,0.49346717411091234
Lactic Acid - Isomer/Analog 24 - Isomer/Analog 54 - Isomer/Analog 84 - Isomer/Analog 114,88.72814433142794,-0.8158787742816656,56.71736650575945,0,3,1,0.07385658038725355,0.9261434196127465,0.09188441568535326,Monomer,31.714362644909325,32.53145875657836,21.581324876114493,2.955192349044384,0.8556855799577585
"Lactide (D,L) - Isomer/Analog 25 - Isomer/Analog 55 - Isomer/Analog 85 - Isomer/Analog 115",144.9294170892451,-1.0761391619614402,53.854828763914135,1,4,0,0.1953403196771455,0.8046596803228545,0.07297868758681192,Monomer,52.978868007122124,55.92558277562685,20.412978554184903,3.9988934363784647,0.775804895473523
Caprolactone - Isomer/Analog 26 - Isomer/Analog 56 - Isomer/Analog 86 - Isomer/Analog 116,112.80578477518723,0.6356395531281082,25.737653742330554,1,2,0,0.20967297009321836,0.7903270299067816,0.13600355713748338,Monomer,36.44993175844544,36.739103032377706,16.85781196580144,2.7180896986294703,0.8534613666022621
Succinic Acid - Isomer/Analog 27 - Isomer/Analog 57 - Isomer/Analog 87 - Isomer/Analog 117,126.51980362741789,-0.5217550249747963,77.5230498002263,0,4,3,0.0638114703438306,0.9361885296561694,0.06998751874095069,Monomer,47.789843272575034,35.297638201289466,37.85697039653993,3.646034181645204,0.6997620821525087
Adipic Acid - Isomer/Analog 28 - Isomer/Analog 58 - Isomer/Analog 88 - Isomer/Analog 118,143.61973008145733,0.36709678635055343,70.50018510318142,0,4,5,0.18057348975406048,0.8194265102459395,0.11961315993711567,Monomer,44.155073257120954,36.020719258013116,17.331397306286622,3.815720355801001,0.44138642365285313
Bisphenol A - Isomer/Analog 29 - Isomer/Analog 59 - Isomer/Analog 89 - Isomer/Analog 119,245.3757471096707,2.306252229283949,43.12388721425408,2,2,2,0.6473103176223334,0.3526896823776666,0.613998976707401,Monomer,118.64411541162477,97.27358035067708,33.403623654572705,4.263175533685718,0.8367139421465837
Phenol - Isomer/Analog 30 - Isomer/Analog 60 - Isomer/Analog 90 - Isomer/Analog 120,101.36565732397808,1.7908565496336637,21.02987826513635,1,1,0,0.513843345447179,0.486156654552821,0.7008931160774918,Monomer,44.055772048167796,40.20202511832077,12.772605107068072,3.4754916234851905,0.4105590457024462
Di(2-ethylhexyl) Phthalate (DEHP),390.6,7.5,52.6,1,4,14,0.78,0.22,0.75,Plasticizer,194.57729698979827,150.37919919612094,64.65640576296406,5.163426120030343,0.4278363306105213
Diisononyl Phthalate (DINP),418.6,8.8,52.6,1,4,16,0.8,0.2,0.65,Plasticizer,199.4899551794435,149.49622122777103,59.45592092578407,5.326937919539535,0.46263779408421823
Dibutyl Phthalate (DBP),278.3,4.5,52.6,1,4,10,0.7,0.3,0.68,Plasticizer,109.81665644523918,73.79288940488111,55.531311828429,5.340227997369669,0.48254778689195077
Diethyl Phthalate (DEP),222.2,2.47,52.6,1,4,6,0.62,0.38,0.55,Plasticizer,89.75480278432275,80.7475014866347,43.374360213752524,4.190629229059651,0.6086877852786183
Di(2-ethylhexyl) Adipate (DEHA),370.6,8.35,52.6,0,4,16,0.65,0.35,0.48,Plasticizer,125.3054965678544,104.41973844013933,103.87959651373059,5.1811498428209575,0.7280744162604265
Dioctyl Adipate (DOA),370.6,8.1,52.6,0,4,16,0.64,0.36,0.45,Plasticizer,145.42635609126785,98.34042203525196,39.63492490460721,4.842973524792112,0.8557249046404103
Tri(2-ethylhexyl) Trimellitate (TOTM),546.8,11.0,78.9,1,6,21,0.82,0.18,0.55,Plasticizer,262.7951282451739,190.8184756018723,89.66203050438659,7.466738954783981,0.35306255240130147
Acetyl Tributyl Citrate (ATBC),402.5,5.2,106.7,0,8,17,0.45,0.55,0.25,Plasticizer,124.84370060268358,86.91214117344406,88.28096030576576,6.454811803048574,0.8726216173369417
Tributyl Citrate (TBC),360.4,4.1,115.7,0,8,15,0.4,0.6,0.2,Plasticizer,170.36517436011815,75.5804010951513,79.6341109937129,5.626183054347108,0.852793780258088
Triethyl Citrate (TEC),276.3,0.8,115.7,0,8,11,0.35,0.65,0.15,Plasticizer,101.73077551877063,80.01392130623232,54.1617754153252,5.676193515387726,0.33239957530862335
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1,424.58576652646144,7.246438469971705,51.5793514806095,1,4,14,0.7188837892054744,0.28111621079452564,0.8084853266707386,Plasticizer,203.75979333168917,122.75953167349445,111.72257242784653,5.515642436648055,0.5161926826149377
Diisononyl Phthalate (DINP) - Grade 2,399.2732036586151,8.681822631455503,57.60341931304631,1,4,16,0.8270666388503038,0.17293336114969615,0.7338449465449338,Plasticizer,194.915587990181,151.3759827981039,44.93597683007667,5.121331557265792,0.7878860341796019
Dibutyl Phthalate (DBP) - Grade 3,247.61948492721692,5.732438817928841,55.385799105499515,1,4,10,0.6453728893797492,0.35462711062025076,0.6806979727980564,Plasticizer,107.50968903319858,55.771489930395944,65.14808058820174,4.865033841427652,0.6669459272876407
Diethyl Phthalate (DEP) - Grade 4,215.4448774313024,2.3199298578037544,48.879854397546865,1,4,6,0.6002891220369798,0.3997108779630202,0.45499790806480866,Plasticizer,93.26280348237098,48.40115361410741,42.86294108098769,4.675155485302452,0.7674563660290623
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5,317.87976781464397,8.603878835155749,51.88987768003299,0,4,16,0.6206433167613005,0.37935668323869953,0.4811792376653269,Plasticizer,124.14821909397862,72.9503932434542,40.29194052022497,4.580495631966306,0.7314200032739326
Dioctyl Adipate (DOA) - Grade 6,363.874909542207,8.126994209222897,48.45159247843355,0,4,16,0.6616309219364157,0.3383690780635843,0.39888687285172797,Plasticizer,169.96889758760545,74.93903778618079,100.84443168840087,4.574045963619364,0.5980620678762982
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7,566.4172081214399,10.516741487032503,71.97809711580635,1,6,21,0.8752538801382689,0.12474611986173112,0.5411560932292505,Plasticizer,278.85996522157933,121.40945975765189,130.18859136008047,7.723670268870577,0.32473082757101973
Acetyl Tributyl Citrate (ATBC) - Grade 8,349.1482783072862,5.408595232191282,117.26044720840284,0,8,17,0.4022403005876076,0.5977596994123924,0.26950352288585533,Plasticizer,158.8681787193289,115.90814124350068,46.33516682657479,6.422150747577198,0.6505609212387007
Tributyl Citrate (TBC) - Grade 9,412.69536539948024,3.8181754862868282,106.938847498235,0,8,15,0.3811144141664892,0.6188855858335107,0.16808366488085175,Plasticizer,175.14269113846095,118.16164356106405,44.04695351869857,6.203774857938916,0.32913999183557757
Triethyl Citrate (TEC) - Grade 10,292.2282536130266,0.594534421850408,105.57143220872965,0,8,11,0.3507914587645823,0.6492085412354177,0.1798018112311786,Plasticizer,123.13288173404005,103.07492887234153,37.47007058134234,4.496336579817809,0.6622360305210786
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1 - Grade 11,464.5779587898812,6.479289156779475,52.8574448580236,1,4,14,0.7235493100156675,0.27645068998433253,0.7845811268620232,Plasticizer,218.3023862232002,185.1433961576084,103.02461861019825,7.45826769550829,0.780246517496207
Diisononyl Phthalate (DINP) - Grade 2 - Grade 12,355.03896837156805,9.138040256085086,62.05736425678388,1,4,16,0.8170990928379751,0.1829009071620249,0.6442050559493672,Plasticizer,144.94137584712033,117.80439233400857,48.23532691708352,6.295001512364469,0.6509950492211511
Dibutyl Phthalate (DBP) - Grade 3 - Grade 13,237.79587650055498,6.336343472159342,57.973582935485425,1,4,10,0.6870853879397694,0.31291461206023063,0.547561961972037,Plasticizer,109.56967619700154,49.9588006281006,34.516693304329046,4.475378741599515,0.8982130827370183
Diethyl Phthalate (DEP) - Grade 4 - Grade 14,210.02561995572256,2.1616048431731403,48.69747536720125,1,4,6,0.5310194469935031,0.4689805530064969,0.41128411303848533,Plasticizer,84.38347422757619,46.397300090019904,22.058559293069603,4.727955140664954,0.5735199001082598
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5 - Grade 15,342.7020283762177,8.65830165026031,48.934249675127404,0,4,16,0.547971561416353,0.45202843858364705,0.4313678435288667,Plasticizer,107.09056445167451,128.92478304999028,83.82016438793218,6.01911548242855,0.7492964781623925
Dioctyl Adipate (DOA) - Grade 6 - Grade 16,415.8224653986288,7.567678495123493,51.37358313084924,0,4,16,0.7346077504682323,0.26539224953176765,0.3969489278773249,Plasticizer,156.67749798457967,127.03342591052473,108.97579105571272,6.910376355720609,0.7003279750451445
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7 - Grade 17,500.1015682886553,9.536662482885587,76.93533062459592,1,6,21,0.7908267327789691,0.2091732672210309,0.5386107410892055,Plasticizer,194.48359447524228,182.52078505704492,129.7111614072044,7.335978812500032,0.8948590149348528
Acetyl Tributyl Citrate (ATBC) - Grade 8 - Grade 18,312.4928064432568,6.438874540499308,113.14873136454878,0,8,17,0.42515420030482315,0.5748457996951768,0.26691824343765125,Plasticizer,102.59871599830309,116.03559988481975,39.22210657084635,5.396325531961027,0.7279314030462631
Tributyl Citrate (TBC) - Grade 9 - Grade 19,397.3292665458434,3.380765296248769,113.03471564140801,0,8,15,0.41697740453347504,0.5830225954665249,0.19869739402283337,Plasticizer,127.34373822383125,153.1843023426198,111.51452153766616,6.005778063897544,0.39841843887563366
Triethyl Citrate (TEC) - Grade 10 - Grade 20,317.38063626934115,-0.5436523324455932,101.67388053038212,0,8,11,0.36663051028274485,0.6333694897172552,0.17531418270717553,Plasticizer,129.20343216521331,123.76760677076135,74.4117201567124,5.075649498740526,0.8733106238503445
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1 - Grade 11 - Grade 21,430.38557229757015,6.435117827274928,54.30786875699022,1,4,14,0.7512214109261358,0.2487785890738642,0.9085818957607076,Plasticizer,136.44459023860819,133.83491805022015,120.29523118878033,6.291775979881098,0.7006663358674569
Diisononyl Phthalate (DINP) - Grade 2 - Grade 12 - Grade 22,369.5958872608627,9.598715057578334,63.471447850891145,1,4,16,0.7321179189481236,0.2678820810518764,0.6489484722722182,Plasticizer,133.27222380180413,99.12710807993675,70.0133254100914,6.205094471663983,0.33560293848383393
Dibutyl Phthalate (DBP) - Grade 3 - Grade 13 - Grade 23,212.839365777222,6.380666820858348,60.06327295652819,1,4,10,0.6115070232454686,0.3884929767545314,0.4566211226438714,Plasticizer,95.5477193578903,83.51241511936749,39.88417567898788,5.001624086266759,0.6945409834707675
Diethyl Phthalate (DEP) - Grade 4 - Grade 14 - Grade 24,223.65565606235873,3.022669146015625,44.52979286581242,1,4,6,0.4763784033156766,0.5236215966843234,0.3310192998296799,Plasticizer,110.23683918849308,69.21723898586015,57.4587715645057,4.2606812464022426,0.829871644004865
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5 - Grade 15 - Grade 25,389.6352149223611,8.257055283654486,46.9429739420725,0,4,16,0.5282055560070725,0.47179444399292747,0.47875852411415265,Plasticizer,172.83209606466647,82.93406768802559,46.23394748633138,5.866086932010768,0.6462251171940151
